14,7,0,-29,6
15,7,0,-29,6
16,7,0,-29,6
17,7,0,-29,6
18,7,0,-29,6
19,7,0,-29,6
20,7,0,-29,6
21,7,0,-29,6
22,7,0,-29,6
23,7,0,-29,6
24,7,0,-29,6
25,7,0,-29,6
25,7,1,68,5
26,7,0,-29,6
26,7,1,68,5
27,7,0,-29,6
27,7,1,68,5
28,7,0,-29,6
28,7,1,68,5
29,7,0,-29,6
29,7,1,68,5
30,7,0,-29,6
30,7,1,68,5
31,7,0,-29,6
31,7,1,68,5
32,7,0,-29,6
32,7,1,68,5
33,7,0,-29,6
33,7,1,68,5
34,7,0,-29,6
34,7,1,68,5
35,7,0,-29,6
35,7,1,68,5
36,7,0,-29,6
36,7,1,68,5
37,7,0,-29,6
37,7,1,68,5
38,7,0,-29,6
38,7,1,68,5
39,7,0,-29,6
39,7,1,68,5
40,7,0,-29,6
40,7,1,68,5
41,7,0,-29,6
41,7,1,68,5
42,7,0,-29,6
42,7,1,68,5
43,7,0,-29,6
43,7,1,68,5
44,7,0,-29,6
44,7,1,68,5
45,7,0,-29,6
45,7,1,68,5
46,7,0,-29,6
46,7,1,68,5
47,7,0,-29,6
47,7,1,68,5
48,7,0,-29,6
48,7,1,68,5
49,7,0,-29,6
49,7,1,68,5
50,7,0,-29,6
50,7,1,68,5
51,7,0,-29,6
51,7,1,68,5
52,7,0,-29,6
52,7,1,68,5
53,7,0,-29,6
53,7,1,68,5
54,7,0,-29,6
54,7,1,68,5
55,7,0,-29,6
55,7,1,68,5
56,7,0,-29,6
56,7,1,68,5
57,7,0,-29,6
57,7,1,68,5
58,7,0,-29,6
58,7,1,68,5
59,7,0,-29,6
59,7,1,68,5
60,7,0,-29,6
60,7,1,68,5
61,7,0,-29,6
61,7,1,68,5
62,7,0,-29,6
62,7,1,68,5
63,7,0,-29,6
63,7,1,68,5
64,7,0,-29,6
64,7,1,68,5
65,7,0,-29,6
65,7,1,68,5
66,7,0,-29,6
66,7,1,68,5
67,7,0,-29,6
67,7,1,68,5
68,7,0,-29,6
68,7,1,68,5
69,7,0,-29,6
69,7,1,68,5
70,7,0,-29,6
70,7,1,68,5
71,7,0,-29,6
71,7,1,68,5
72,7,0,-29,6
72,7,1,68,5
73,7,0,-29,6
73,7,1,68,5
74,7,0,-29,6
74,7,1,68,5
75,7,0,-29,6
75,7,1,68,5
76,7,0,-29,6
76,7,1,68,5
77,7,0,-29,6
77,7,1,68,5
78,7,0,-29,6
79,7,0,-29,6
80,7,0,-29,6
81,7,0,-29,6
82,7,0,-29,6
83,7,0,-29,6
84,7,0,-29,6
85,7,0,-29,6
86,7,0,-29,6
87,7,0,-29,6
88,7,0,-29,6
89,7,0,-29,6
90,7,0,-29,6
91,7,0,-29,6
92,7,0,-29,6
93,7,0,-29,6
94,7,0,-29,6
95,7,0,-29,6
96,7,0,-29,6
96,3,0,-78,-3
97,7,0,-29,6
97,3,0,-78,-3
98,7,0,-29,6
98,3,0,-78,-3
99,7,0,-29,6
99,3,0,-78,-3
100,7,0,-29,6
100,3,0,-78,-3
101,7,0,-29,6
102,7,0,-29,6
103,7,0,-29,6
104,7,0,-29,6
105,7,0,-29,6
106,7,0,-29,6
107,7,0,-29,6
108,7,0,-29,6
109,7,0,-29,6
110,7,0,-29,6
110,3,0,-78,-3
111,7,0,-29,6
111,3,0,-78,-3
112,7,0,-29,6
112,3,0,-78,-3
113,7,0,-29,6
113,3,0,-78,-3
114,7,0,-29,6
115,7,0,-29,6
116,7,0,-29,6
117,7,0,-29,6
118,7,0,-29,6
119,7,0,-29,6
120,7,0,-29,6
121,7,0,-29,6
122,7,0,-29,6
123,7,0,-29,6
123,3,0,-78,-3
124,7,0,-29,6
124,3,0,-78,-3
125,7,0,-29,6
125,3,0,-78,-3
126,7,0,-29,6
127,7,0,-29,6
128,7,0,-29,6
129,7,0,-29,6
130,7,0,-29,6
131,7,0,-29,6
132,7,0,-29,6
132,3,0,-78,-3
133,7,0,-29,6
133,3,0,-78,-3
134,7,0,-29,6
134,3,0,-78,-3
135,7,0,-29,6
135,3,0,-78,-3
136,7,0,-29,6
137,7,0,-29,6
137,3,0,-78,-3
138,7,0,-29,6
138,3,0,-78,-3
139,7,0,-29,6
139,3,0,-78,-3
140,7,0,-29,6
140,3,0,-78,-3
141,7,0,-29,6
142,7,0,-29,6
143,7,0,-29,6
144,7,0,-29,6
145,7,0,-29,6
146,7,0,-29,6
147,7,0,-29,6
148,7,0,-29,6
149,7,0,-29,6
150,7,0,-29,6
151,7,0,-29,6
152,7,0,-29,6
153,7,0,-29,6
154,7,0,-29,6
155,7,0,-29,6
156,7,0,-29,6
157,7,0,-29,6
158,7,0,-29,6
159,7,0,-29,6
160,7,0,-29,6
161,7,0,-29,6
162,7,0,-29,6
163,7,0,-29,6
164,7,0,-29,6
186,4,0,-78,9
187,4,0,-80,9
188,4,0,-82,9
189,4,0,-84,9
190,4,0,-86,9
191,4,0,-88,9
192,4,0,-90,9
193,4,0,-92,9
194,4,0,-94,9
195,4,0,-96,9
196,4,0,-98,10
196,8,0,151,16
197,4,0,-100,10
197,8,0,151,16
198,4,0,-101,10
198,8,0,151,16
199,4,0,-104,11
199,8,0,151,16
200,4,0,-106,11
200,8,0,151,16
201,4,0,-108,11
201,8,0,151,16
202,4,0,-110,11
202,8,0,151,16
203,4,0,-112,11
203,8,0,151,16
204,4,0,-114,11
204,8,0,151,16
205,4,0,-116,11
205,8,0,151,16
206,4,0,-118,11
206,8,0,151,16
207,4,0,-121,10
207,8,0,151,16
208,4,0,-122,10
208,8,0,151,16
209,4,0,-124,11
209,8,0,151,16
210,4,0,-126,11
210,8,0,151,16
211,4,0,-128,11
211,8,0,151,16
212,4,0,-130,11
212,8,0,151,16
213,4,0,-132,10
213,8,0,151,16
214,4,0,-134,10
214,8,0,151,16
215,4,0,-136,10
215,8,0,151,16
216,4,0,-138,11
216,8,0,151,16
217,4,0,-140,10
217,8,0,151,16
218,4,0,-142,11
218,8,0,151,16
219,4,0,-144,11
219,8,0,151,16
220,4,0,-146,11
220,8,0,151,16
221,4,0,-148,11
221,8,0,151,16
222,4,0,-151,10
222,8,0,151,16
223,4,0,-152,10
223,8,0,151,16
224,4,0,-154,9
224,8,0,151,16
225,4,0,-156,10
225,8,0,151,16
226,4,0,-158,9
226,8,0,151,16
227,4,0,-159,9
227,8,0,151,16
228,4,0,-162,8
228,8,0,151,16
229,4,0,-164,9
229,8,0,151,16
230,4,0,-166,9
230,8,0,151,16
231,4,0,-168,8
231,8,0,151,16
232,4,0,-169,8
232,8,0,151,16
233,4,0,-172,10
233,8,0,151,16
234,4,0,-175,10
234,8,0,151,16
235,4,0,-176,10
235,8,0,151,16
236,4,0,-178,10
236,8,0,151,16
237,4,0,-180,10
237,8,0,151,16
238,4,0,178,10
238,8,0,151,16
239,4,0,176,8
239,8,0,151,16
240,4,0,174,8
240,8,0,151,16
241,4,0,172,9
241,8,0,151,16
242,4,0,170,8
242,8,0,151,16
243,4,0,168,9
243,8,0,151,16
244,4,0,166,9
244,8,0,151,16
245,4,0,164,9
245,8,0,151,16
246,4,0,162,9
246,8,0,151,16
247,4,0,160,10
247,8,0,151,16
248,4,0,158,11
248,8,0,151,16
249,4,0,156,11
249,8,0,151,16
250,4,0,154,12
250,8,0,151,16
251,4,0,152,12
251,8,0,151,16
252,4,0,150,12
252,8,0,151,16
253,4,0,148,11
253,8,0,151,16
254,4,0,147,11
254,8,0,151,16
255,4,0,144,12
255,8,0,151,16
256,4,0,142,12
256,8,0,151,16
257,4,0,140,12
257,8,0,151,16
258,4,0,138,12
258,8,0,151,16
259,4,0,136,12
259,8,0,151,16
260,4,0,134,12
260,8,0,151,16
261,4,0,132,12
261,8,0,151,16
262,4,0,130,12
262,8,0,151,16
263,4,0,128,12
263,8,0,151,16
264,4,0,126,12
264,8,0,151,16
265,4,0,124,12
265,8,0,151,16
266,4,0,122,12
266,8,0,151,16
267,4,0,120,11
267,8,0,151,16
268,4,0,118,12
268,8,0,151,16
269,4,0,116,12
269,8,0,151,16
270,4,0,114,12
270,8,0,151,16
271,4,0,112,12
271,8,0,151,16
272,4,0,110,12
272,8,0,151,16
273,4,0,108,12
273,8,0,151,16
274,4,0,106,11
274,8,0,151,16
275,4,0,104,11
275,8,0,151,16
276,4,0,102,11
276,8,0,151,16
277,4,0,100,10
277,8,0,151,16
278,4,0,98,10
278,8,0,151,16
279,4,0,96,10
279,8,0,151,16
280,4,0,94,10
280,8,0,151,16
281,4,0,92,9
281,8,0,151,16
282,4,0,90,9
282,8,0,151,16
283,4,0,88,9
283,8,0,151,16
284,4,0,86,9
284,8,0,151,16
285,4,0,84,9
285,8,0,151,16
286,4,0,82,10
286,8,0,151,16
287,4,0,80,10
287,8,0,151,16
288,4,0,78,11
288,8,0,151,16
289,4,0,76,11
289,8,0,151,16
290,4,0,73,10
290,8,0,151,16
291,4,0,72,10
291,8,0,151,16
292,4,0,70,10
292,8,0,151,16
293,4,0,68,11
293,8,0,151,16
294,4,0,66,11
294,8,0,151,16
295,4,0,64,11
295,8,0,151,16
296,4,0,62,11
296,8,0,151,16
297,4,0,59,10
297,8,0,151,16
298,4,0,58,10
298,8,0,151,16
299,4,0,56,10
299,8,0,151,16
300,4,0,54,10
300,8,0,151,16
301,4,0,52,10
301,8,0,151,16
302,4,0,50,10
302,8,0,151,16
303,4,0,48,10
303,8,0,151,16
304,4,0,46,10
304,8,0,151,16
305,4,0,44,10
305,8,0,151,16
306,4,0,42,9
306,8,0,151,16
307,4,0,40,9
307,8,0,151,16
308,4,0,38,9
308,8,0,151,16
309,4,0,36,9
309,8,0,151,16
310,4,0,34,9
310,8,0,151,16
311,4,0,32,9
